"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18","state_fips_code","county_fips_code"
"9213","NY","Madison",8.8,34,30.2,27,16,65
"9214","NY","Madison",8.8,34,30.2,27,17,119
"9215","NY","Madison",8.8,34,30.2,27,18,95
"9216","NY","Madison",8.8,34,30.2,27,19,121
"9217","NY","Madison",8.8,34,30.2,27,21,151
"9218","NY","Madison",8.8,34,30.2,27,22,65
"9219","NY","Madison",8.8,34,30.2,27,28,89
"9220","NY","Madison",8.8,34,30.2,27,29,123
"9221","NY","Madison",8.8,34,30.2,27,30,57
"9222","NY","Madison",8.8,34,30.2,27,31,119
"9223","NY","Madison",8.8,34,30.2,27,36,53
"9224","NY","Madison",8.8,34,30.2,27,37,115
"9225","NY","Madison",8.8,34,30.2,27,39,97
"9226","NY","Madison",8.8,34,30.2,27,47,113
"9227","NY","Madison",8.8,34,30.2,27,48,313
"9228","NY","Madison",8.8,34,30.2,27,51,113
"9229","NY","Monroe",9.7,24,28.7,37.7,1,99
"9230","NY","Monroe",9.7,24,28.7,37.7,5,95
"9231","NY","Monroe",9.7,24,28.7,37.7,12,87
"9232","NY","Monroe",9.7,24,28.7,37.7,13,207
"9233","NY","Monroe",9.7,24,28.7,37.7,17,133
"9234","NY","Monroe",9.7,24,28.7,37.7,18,105
"9235","NY","Monroe",9.7,24,28.7,37.7,19,135
"9236","NY","Monroe",9.7,24,28.7,37.7,21,171
"9237","NY","Monroe",9.7,24,28.7,37.7,26,115
"9238","NY","Monroe",9.7,24,28.7,37.7,28,95
"9239","NY","Monroe",9.7,24,28.7,37.7,29,137
"9240","NY","Monroe",9.7,24,28.7,37.7,36,55
"9241","NY","Monroe",9.7,24,28.7,37.7,39,111
"9242","NY","Monroe",9.7,24,28.7,37.7,42,89
"9243","NY","Monroe",9.7,24,28.7,37.7,47,123
"9244","NY","Monroe",9.7,24,28.7,37.7,54,63
"9245","NY","Monroe",9.7,24,28.7,37.7,55,81
"9246","NY","Montgomery",14.2,35.2,33.2,17.5,1,101
"9247","NY","Montgomery",14.2,35.2,33.2,17.5,5,97
"9248","NY","Montgomery",14.2,35.2,33.2,17.5,13,209
"9249","NY","Montgomery",14.2,35.2,33.2,17.5,17,135
"9250","NY","Montgomery",14.2,35.2,33.2,17.5,18,107
"9251","NY","Montgomery",14.2,35.2,33.2,17.5,19,137
"9252","NY","Montgomery",14.2,35.2,33.2,17.5,20,125
"9253","NY","Montgomery",14.2,35.2,33.2,17.5,21,173
"9254","NY","Montgomery",14.2,35.2,33.2,17.5,24,31
"9255","NY","Montgomery",14.2,35.2,33.2,17.5,28,97
"9256","NY","Montgomery",14.2,35.2,33.2,17.5,29,139
"9257","NY","Montgomery",14.2,35.2,33.2,17.5,36,57
"9258","NY","Montgomery",14.2,35.2,33.2,17.5,37,123
"9259","NY","Montgomery",14.2,35.2,33.2,17.5,39,113
"9260","NY","Montgomery",14.2,35.2,33.2,17.5,42,91
"9261","NY","Montgomery",14.2,35.2,33.2,17.5,47,125
"9262","NY","Montgomery",14.2,35.2,33.2,17.5,48,339
"9263","NY","Montgomery",14.2,35.2,33.2,17.5,51,121
"9264","NY","Nassau",8.8,23,23,45.2,12,89
"9265","NY","Nassau",8.8,23,23,45.2,36,59
"9266","NY","New York",13,12.4,13.7,60.8,NA,NA
"9267","NY","Niagara",8.8,34.2,33.2,23.8,36,63
"9268","NY","Oneida",11.4,32.9,31,24.7,16,71
"9269","NY","Oneida",11.4,32.9,31,24.7,36,65
"9270","NY","Oneida",11.4,32.9,31,24.7,55,85
"9271","NY","Onondaga",9.3,25.3,30,35.5,36,67
"9272","NY","Ontario",6.6,26.8,32.2,34.5,36,69
"9273","NY","Orange",10.3,29.7,30.3,29.8,6,59
"9274","NY","Orange",10.3,29.7,30.3,29.8,12,95
"9275","NY","Orange",10.3,29.7,30.3,29.8,18,117
"9276","NY","Orange",10.3,29.7,30.3,29.8,36,71
"9277","NY","Orange",10.3,29.7,30.3,29.8,37,135
"9278","NY","Orange",10.3,29.7,30.3,29.8,48,361
"9279","NY","Orange",10.3,29.7,30.3,29.8,50,17
"9280","NY","Orange",10.3,29.7,30.3,29.8,51,137
"9281","NY","Orleans",12.9,38.8,32.4,15.9,22,71
"9282","NY","Orleans",12.9,38.8,32.4,15.9,36,73
"9283","NY","Orleans",12.9,38.8,32.4,15.9,50,19
"9284","NY","Oswego",12.2,37.6,31.5,18.6,36,75
"9285","NY","Otsego",8.8,32,28.3,30.9,26,137
"9286","NY","Otsego",8.8,32,28.3,30.9,36,77
"9287","NY","Putnam",7,26.9,26.2,39.9,12,107
"9288","NY","Putnam",7,26.9,26.2,39.9,13,237
"9289","NY","Putnam",7,26.9,26.2,39.9,17,155
"9290","NY","Putnam",7,26.9,26.2,39.9,18,133
"9291","NY","Putnam",7,26.9,26.2,39.9,29,171
"9292","NY","Putnam",7,26.9,26.2,39.9,36,79
"9293","NY","Putnam",7,26.9,26.2,39.9,39,137
"9294","NY","Putnam",7,26.9,26.2,39.9,47,141
"9295","NY","Putnam",7,26.9,26.2,39.9,54,79
"9296","NY","Queens",18.5,27.6,22.4,31.5,36,81
"9297","NY","Rensselaer",8.4,29.1,32.4,30.1,36,83
"9298","NY","Richmond",11.5,30.9,24.6,33,13,245
"9299","NY","Richmond",11.5,30.9,24.6,33,36,85
"9300","NY","Richmond",11.5,30.9,24.6,33,37,153
"9301","NY","Richmond",11.5,30.9,24.6,33,51,159
"9302","NY","Richmond",11.5,30.9,24.6,33,51,760
"9303","NY","Rockland",12.1,22.5,24.8,40.6,36,87
"9304","NY","St. Lawrence",11.3,36.9,28.2,23.6,NA,NA
"9305","NY","Saratoga",5.9,24.5,28.2,41.4,36,91
"9306","NY","Schenectady",9.7,29.3,29.6,31.4,36,93
"9307","NY","Schoharie",10.4,36.9,30.4,22.3,36,95
"9308","NY","Schuyler",10.7,36.5,30.5,22.3,17,169
"9309","NY","Schuyler",10.7,36.5,30.5,22.3,29,197
"9310","NY","Schuyler",10.7,36.5,30.5,22.3,36,97
"9311","NY","Seneca",14.6,34.9,29.6,20.9,36,99
"9312","NY","Seneca",14.6,34.9,29.6,20.9,39,147
"9313","NY","Steuben",10,37.4,29.5,23.1,18,151
"9314","NY","Steuben",10,37.4,29.5,23.1,36,101
"9315","NY","Suffolk",9.6,27.9,26.9,35.6,25,25
"9316","NY","Suffolk",9.6,27.9,26.9,35.6,36,103
"9317","NY","Suffolk",9.6,27.9,26.9,35.6,51,800
"9318","NY","Sullivan",13.8,33.6,29.4,23.2,18,153
"9319","NY","Sullivan",13.8,33.6,29.4,23.2,29,211
"9320","NY","Sullivan",13.8,33.6,29.4,23.2,33,19
"9321","NY","Sullivan",13.8,33.6,29.4,23.2,36,105
"9322","NY","Sullivan",13.8,33.6,29.4,23.2,42,113
"9323","NY","Sullivan",13.8,33.6,29.4,23.2,47,163
"9324","NY","Tioga",9.2,36.1,29.2,25.5,36,107
"9325","NY","Tioga",9.2,36.1,29.2,25.5,42,117
"9326","NY","Tompkins",5.8,19.4,22.1,52.7,36,109
"9327","NY","Ulster",9.5,29.8,28.6,32.2,36,111
"9328","NY","Warren",8.3,31.8,29.8,30,13,301
"9329","NY","Warren",8.3,31.8,29.8,30,17,187
"9330","NY","Warren",8.3,31.8,29.8,30,18,171
"9331","NY","Warren",8.3,31.8,29.8,30,19,181
"9332","NY","Warren",8.3,31.8,29.8,30,21,227
"9333","NY","Warren",8.3,31.8,29.8,30,28,149
"9334","NY","Warren",8.3,31.8,29.8,30,29,219
"9335","NY","Warren",8.3,31.8,29.8,30,34,41
"9336","NY","Warren",8.3,31.8,29.8,30,36,113
"9337","NY","Warren",8.3,31.8,29.8,30,37,185
"9338","NY","Warren",8.3,31.8,29.8,30,39,165
"9339","NY","Warren",8.3,31.8,29.8,30,42,123
"9340","NY","Warren",8.3,31.8,29.8,30,47,177
"9341","NY","Warren",8.3,31.8,29.8,30,51,187
"9342","NY","Washington",12.3,38.2,29.1,20.4,1,129
"9343","NY","Washington",12.3,38.2,29.1,20.4,5,143
"9344","NY","Washington",12.3,38.2,29.1,20.4,8,121
"9345","NY","Washington",12.3,38.2,29.1,20.4,12,133
"9346","NY","Washington",12.3,38.2,29.1,20.4,13,303
"9347","NY","Washington",12.3,38.2,29.1,20.4,16,87
"9348","NY","Washington",12.3,38.2,29.1,20.4,17,189
"9349","NY","Washington",12.3,38.2,29.1,20.4,18,175
"9350","NY","Washington",12.3,38.2,29.1,20.4,19,183
"9351","NY","Washington",12.3,38.2,29.1,20.4,20,201
"9352","NY","Washington",12.3,38.2,29.1,20.4,21,229
"9353","NY","Washington",12.3,38.2,29.1,20.4,22,117
"9354","NY","Washington",12.3,38.2,29.1,20.4,23,29
"9355","NY","Washington",12.3,38.2,29.1,20.4,24,43
"9356","NY","Washington",12.3,38.2,29.1,20.4,27,163
"9357","NY","Washington",12.3,38.2,29.1,20.4,28,151
"9358","NY","Washington",12.3,38.2,29.1,20.4,29,221
"9359","NY","Washington",12.3,38.2,29.1,20.4,31,177
"9360","NY","Washington",12.3,38.2,29.1,20.4,36,115
"9361","NY","Washington",12.3,38.2,29.1,20.4,37,187
"9362","NY","Washington",12.3,38.2,29.1,20.4,39,167
"9363","NY","Washington",12.3,38.2,29.1,20.4,40,147
"9364","NY","Washington",12.3,38.2,29.1,20.4,41,67
"9365","NY","Washington",12.3,38.2,29.1,20.4,42,125
"9366","NY","Washington",12.3,38.2,29.1,20.4,44,9
"9367","NY","Washington",12.3,38.2,29.1,20.4,47,179
"9368","NY","Washington",12.3,38.2,29.1,20.4,48,477
"9369","NY","Washington",12.3,38.2,29.1,20.4,49,53
"9370","NY","Washington",12.3,38.2,29.1,20.4,50,23
"9371","NY","Washington",12.3,38.2,29.1,20.4,51,191
"9372","NY","Washington",12.3,38.2,29.1,20.4,55,131
"9373","NY","Wayne",10.6,34.6,32.6,22.3,13,305
"9374","NY","Wayne",10.6,34.6,32.6,22.3,17,191
"9375","NY","Wayne",10.6,34.6,32.6,22.3,18,177
"9376","NY","Wayne",10.6,34.6,32.6,22.3,19,185
"9377","NY","Wayne",10.6,34.6,32.6,22.3,21,231
"9378","NY","Wayne",10.6,34.6,32.6,22.3,26,163
"9379","NY","Wayne",10.6,34.6,32.6,22.3,28,153
"9380","NY","Wayne",10.6,34.6,32.6,22.3,29,223
"9381","NY","Wayne",10.6,34.6,32.6,22.3,31,179
"9382","NY","Wayne",10.6,34.6,32.6,22.3,36,117
"9383","NY","Wayne",10.6,34.6,32.6,22.3,37,191
"9384","NY","Wayne",10.6,34.6,32.6,22.3,39,169
"9385","NY","Wayne",10.6,34.6,32.6,22.3,42,127
"9386","NY","Wayne",10.6,34.6,32.6,22.3,47,181
"9387","NY","Wayne",10.6,34.6,32.6,22.3,49,55
"9388","NY","Wayne",10.6,34.6,32.6,22.3,54,99
"9389","NY","Westchester",12.2,19.6,20,48.2,36,119
"9390","NY","Wyoming",10.4,40.7,32.4,16.5,36,121
"9391","NY","Wyoming",10.4,40.7,32.4,16.5,42,131
"9392","NY","Wyoming",10.4,40.7,32.4,16.5,54,109
"9393","NY","Yates",13.8,34,27.8,24.4,36,123
"9394","NC","North",12.6,25.9,31,30.5,2,185
"9395","NC","Alamance",14.5,27.6,34,24,37,1
"9396","NC","Alexander",18.4,38.6,28.3,14.7,17,3
"9397","NC","Alexander",18.4,38.6,28.3,14.7,37,3
"9398","NC","Alleghany",23.4,29.5,30.5,16.7,37,5
"9399","NC","Alleghany",23.4,29.5,30.5,16.7,51,5
"9400","NC","Anson",19.5,41.5,29.5,9.6,37,7
"9401","NC","Ashe",15.8,32.3,32.9,19,37,9
"9402","NC","Avery",17.7,29.7,32,20.6,37,11
"9403","NC","Beaufort",12.4,33.6,34.6,19.4,37,13
"9404","NC","Beaufort",12.4,33.6,34.6,19.4,45,13
"9405","NC","Bertie",21.3,38,27.3,13.4,37,15
"9406","NC","Bladen",19.9,33.4,31.6,15.1,37,17
"9407","NC","Brunswick",9.6,28.6,33.1,28.6,37,19
"9408","NC","Brunswick",9.6,28.6,33.1,28.6,51,25
"9409","NC","Buncombe",9,23.4,28.4,39.2,37,21
"9410","NC","Burke",19.1,30.5,33.8,16.6,13,33
"9411","NC","Burke",19.1,30.5,33.8,16.6,37,23
"9412","NC","Burke",19.1,30.5,33.8,16.6,38,13
"9413","NC","Cabarrus",10,25.2,33.7,31.2,37,25
"9414","NC","Caldwell",20.3,32.5,32,15.3,21,33
"9415","NC","Caldwell",20.3,32.5,32,15.3,22,21
"9416","NC","Caldwell",20.3,32.5,32,15.3,29,25
"9417","NC","Caldwell",20.3,32.5,32,15.3,37,27
"9418","NC","Caldwell",20.3,32.5,32,15.3,48,55
"9419","NC","Camden",14.4,28.9,38.8,17.9,13,39
"9420","NC","Camden",14.4,28.9,38.8,17.9,29,29
"9421","NC","Camden",14.4,28.9,38.8,17.9,34,7
"9422","NC","Camden",14.4,28.9,38.8,17.9,37,29
"9423","NC","Carteret",8.9,25.1,37.6,28.4,37,31
"9424","NC","Caswell",20.5,33.3,30.7,15.5,37,33
"9425","NC","Catawba",14.8,30.6,32.7,21.9,37,35
"9426","NC","Chatham",11.8,21.4,25.5,41.3,13,51
"9427","NC","Chatham",11.8,21.4,25.5,41.3,37,37
"9428","NC","Cherokee",13.7,34.6,32.4,19.2,1,19
"9429","NC","Cherokee",13.7,34.6,32.4,19.2,13,57
"9430","NC","Cherokee",13.7,34.6,32.4,19.2,19,35
"9431","NC","Cherokee",13.7,34.6,32.4,19.2,20,21
"9432","NC","Cherokee",13.7,34.6,32.4,19.2,37,39
"9433","NC","Cherokee",13.7,34.6,32.4,19.2,40,21
"9434","NC","Cherokee",13.7,34.6,32.4,19.2,45,21
"9435","NC","Cherokee",13.7,34.6,32.4,19.2,48,73
"9436","NC","Chowan",16,34.3,30,19.8,37,41
"9437","NC","Clay",11.5,34.2,31.5,22.8,1,27
"9438","NC","Clay",11.5,34.2,31.5,22.8,5,21
"9439","NC","Clay",11.5,34.2,31.5,22.8,12,19
"9440","NC","Clay",11.5,34.2,31.5,22.8,13,61
"9441","NC","Clay",11.5,34.2,31.5,22.8,17,25
"9442","NC","Clay",11.5,34.2,31.5,22.8,18,21
"9443","NC","Clay",11.5,34.2,31.5,22.8,19,41
"9444","NC","Clay",11.5,34.2,31.5,22.8,20,27
"9445","NC","Clay",11.5,34.2,31.5,22.8,21,51
"9446","NC","Clay",11.5,34.2,31.5,22.8,27,27
"9447","NC","Clay",11.5,34.2,31.5,22.8,28,25
"9448","NC","Clay",11.5,34.2,31.5,22.8,29,47
"9449","NC","Clay",11.5,34.2,31.5,22.8,31,35
"9450","NC","Clay",11.5,34.2,31.5,22.8,37,43
"9451","NC","Clay",11.5,34.2,31.5,22.8,46,27
"9452","NC","Clay",11.5,34.2,31.5,22.8,47,27
"9453","NC","Clay",11.5,34.2,31.5,22.8,48,77
"9454","NC","Clay",11.5,34.2,31.5,22.8,54,15
"9455","NC","Cleveland",16,34.7,31.9,17.4,5,25
"9456","NC","Cleveland",16,34.7,31.9,17.4,37,45
"9457","NC","Cleveland",16,34.7,31.9,17.4,40,27
"9458","NC","Columbus",18.4,34.7,33.8,13.1,37,47
"9459","NC","Craven",11.8,25.9,36.6,25.7,37,49
"9460","NC","Cumberland",9.3,25.5,40.2,25,17,35
"9461","NC","Cumberland",9.3,25.5,40.2,25,21,57
"9462","NC","Cumberland",9.3,25.5,40.2,25,23,5
"9463","NC","Cumberland",9.3,25.5,40.2,25,34,11
"9464","NC","Cumberland",9.3,25.5,40.2,25,37,51
"9465","NC","Cumberland",9.3,25.5,40.2,25,42,41
"9466","NC","Cumberland",9.3,25.5,40.2,25,47,35
"9467","NC","Cumberland",9.3,25.5,40.2,25,51,49
"9468","NC","Currituck",10.8,27.7,38.4,23.1,37,53
"9469","NC","Dare",6.7,23.2,37.1,33,37,55
"9470","NC","Davidson",16.6,33,31.9,18.5,37,57
"9471","NC","Davidson",16.6,33,31.9,18.5,47,37
"9472","NC","Davie",13.3,31.4,32.4,22.9,37,59
"9473","NC","Duplin",25.8,32.5,30.6,11.1,37,61
"9474","NC","Durham",11.6,17.3,23.6,47.5,37,63
"9475","NC","Edgecombe",20.3,37.3,29.8,12.7,37,65
"9476","NC","Forsyth",11.2,25.6,29.3,33.8,13,117
"9477","NC","Forsyth",11.2,25.6,29.3,33.8,37,67
"9478","NC","Franklin",15.9,29.5,33.4,21.3,1,59
"9479","NC","Franklin",15.9,29.5,33.4,21.3,5,47
"9480","NC","Franklin",15.9,29.5,33.4,21.3,12,37
"9481","NC","Franklin",15.9,29.5,33.4,21.3,13,119
"9482","NC","Franklin",15.9,29.5,33.4,21.3,16,41
"9483","NC","Franklin",15.9,29.5,33.4,21.3,17,55
"9484","NC","Franklin",15.9,29.5,33.4,21.3,18,47
"9485","NC","Franklin",15.9,29.5,33.4,21.3,19,69
"9486","NC","Franklin",15.9,29.5,33.4,21.3,20,59
"9487","NC","Franklin",15.9,29.5,33.4,21.3,21,73
"9488","NC","Franklin",15.9,29.5,33.4,21.3,22,41
"9489","NC","Franklin",15.9,29.5,33.4,21.3,23,7
"9490","NC","Franklin",15.9,29.5,33.4,21.3,25,11
"9491","NC","Franklin",15.9,29.5,33.4,21.3,28,37
"9492","NC","Franklin",15.9,29.5,33.4,21.3,29,71
"9493","NC","Franklin",15.9,29.5,33.4,21.3,31,61
"9494","NC","Franklin",15.9,29.5,33.4,21.3,36,33
"9495","NC","Franklin",15.9,29.5,33.4,21.3,37,69
"9496","NC","Franklin",15.9,29.5,33.4,21.3,39,49
"9497","NC","Franklin",15.9,29.5,33.4,21.3,42,55
"9498","NC","Franklin",15.9,29.5,33.4,21.3,47,51
"9499","NC","Franklin",15.9,29.5,33.4,21.3,48,159
"9500","NC","Franklin",15.9,29.5,33.4,21.3,50,11
"9501","NC","Franklin",15.9,29.5,33.4,21.3,51,67
"9502","NC","Franklin",15.9,29.5,33.4,21.3,51,620
"9503","NC","Franklin",15.9,29.5,33.4,21.3,53,21
"9504","NC","Gaston",15.3,30.8,33.3,20.6,37,71
"9505","NC","Gates",13.7,36.3,35.5,14.4,37,73
"9506","NC","Graham",19,37.2,30.2,13.5,4,9
"9507","NC","Graham",19,37.2,30.2,13.5,20,65
"9508","NC","Graham",19,37.2,30.2,13.5,37,75
"9509","NC","Granville",15.8,31.3,30.6,22.3,37,77
"9510","NC","Greene",25.9,32.5,31.1,10.5,1,63
"9511","NC","Greene",25.9,32.5,31.1,10.5,5,55
"9512","NC","Greene",25.9,32.5,31.1,10.5,13,133
"9513","NC","Greene",25.9,32.5,31.1,10.5,17,61
"9514","NC","Greene",25.9,32.5,31.1,10.5,18,55
"9515","NC","Greene",25.9,32.5,31.1,10.5,19,73
"9516","NC","Greene",25.9,32.5,31.1,10.5,28,41
"9517","NC","Greene",25.9,32.5,31.1,10.5,29,77
"9518","NC","Greene",25.9,32.5,31.1,10.5,36,39
"9519","NC","Greene",25.9,32.5,31.1,10.5,37,79
"9520","NC","Greene",25.9,32.5,31.1,10.5,39,57
"9521","NC","Greene",25.9,32.5,31.1,10.5,42,59
"9522","NC","Greene",25.9,32.5,31.1,10.5,47,59
"9523","NC","Greene",25.9,32.5,31.1,10.5,51,79
"9524","NC","Guilford",10.9,23.8,30.1,35.3,37,81
"9525","NC","Halifax",22.5,37.8,25.2,14.4,37,83
"9526","NC","Halifax",22.5,37.8,25.2,14.4,51,83
"9527","NC","Harnett",13.7,29.9,35.7,20.7,37,85
"9528","NC","Haywood",11.9,26.5,36.6,25,37,87
"9529","NC","Haywood",11.9,26.5,36.6,25,47,75
"9530","NC","Henderson",10.1,24.3,33.8,31.8,17,71
"9531","NC","Henderson",10.1,24.3,33.8,31.8,21,101
"9532","NC","Henderson",10.1,24.3,33.8,31.8,37,89
"9533","NC","Henderson",10.1,24.3,33.8,31.8,47,77
"9534","NC","Henderson",10.1,24.3,33.8,31.8,48,213
"9535","NC","Hertford",20.8,31.7,32.8,14.6,37,91
"9536","NC","Hoke",14,27.8,39.8,18.4,37,93
"9537","NC","Hyde",18.4,41.5,30.7,9.4,37,95
"9538","NC","Hyde",18.4,41.5,30.7,9.4,46,69
"9539","NC","Iredell",11,28.1,33.4,27.5,37,97
"9540","NC","Jackson",11.6,26.7,31.2,30.5,1,71
"9541","NC","Jackson",11.6,26.7,31.2,30.5,5,67
"9542","NC","Jackson",11.6,26.7,31.2,30.5,8,57
"9543","NC","Jackson",11.6,26.7,31.2,30.5,12,63
"9544","NC","Jackson",11.6,26.7,31.2,30.5,13,157
"9545","NC","Jackson",11.6,26.7,31.2,30.5,17,77
"9546","NC","Jackson",11.6,26.7,31.2,30.5,18,71
"9547","NC","Jackson",11.6,26.7,31.2,30.5,19,97
"9548","NC","Jackson",11.6,26.7,31.2,30.5,20,85
"9549","NC","Jackson",11.6,26.7,31.2,30.5,21,109
"9550","NC","Jackson",11.6,26.7,31.2,30.5,22,49
"9551","NC","Jackson",11.6,26.7,31.2,30.5,26,75
"9552","NC","Jackson",11.6,26.7,31.2,30.5,27,63
"9553","NC","Jackson",11.6,26.7,31.2,30.5,28,59
"9554","NC","Jackson",11.6,26.7,31.2,30.5,29,95
"9555","NC","Jackson",11.6,26.7,31.2,30.5,37,99
"9556","NC","Jackson",11.6,26.7,31.2,30.5,39,79
"9557","NC","Jackson",11.6,26.7,31.2,30.5,40,65
"9558","NC","Jackson",11.6,26.7,31.2,30.5,41,29
"9559","NC","Jackson",11.6,26.7,31.2,30.5,46,71
"9560","NC","Jackson",11.6,26.7,31.2,30.5,47,87
"9561","NC","Jackson",11.6,26.7,31.2,30.5,48,239
"9562","NC","Jackson",11.6,26.7,31.2,30.5,54,35
"9563","NC","Jackson",11.6,26.7,31.2,30.5,55,53
"9564","NC","Johnston",13.7,29.3,35.1,21.8,37,101
"9565","NC","Johnston",13.7,29.3,35.1,21.8,40,69
"9566","NC","Jones",18.4,30.4,38.1,13.1,13,169
"9567","NC","Jones",18.4,30.4,38.1,13.1,19,105
"9568","NC","Jones",18.4,30.4,38.1,13.1,28,67
"9569","NC","Jones",18.4,30.4,38.1,13.1,37,103
"9570","NC","Jones",18.4,30.4,38.1,13.1,46,75
"9571","NC","Jones",18.4,30.4,38.1,13.1,48,253
"9572","NC","Lee",16.6,27.2,35.3,20.9,1,81
"9573","NC","Lee",16.6,27.2,35.3,20.9,5,77
"9574","NC","Lee",16.6,27.2,35.3,20.9,12,71
"9575","NC","Lee",16.6,27.2,35.3,20.9,13,177
"9576","NC","Lee",16.6,27.2,35.3,20.9,17,103
"9577","NC","Lee",16.6,27.2,35.3,20.9,19,111
"9578","NC","Lee",16.6,27.2,35.3,20.9,21,129
"9579","NC","Lee",16.6,27.2,35.3,20.9,28,81
"9580","NC","Lee",16.6,27.2,35.3,20.9,37,105
"9581","NC","Lee",16.6,27.2,35.3,20.9,45,61
"9582","NC","Lee",16.6,27.2,35.3,20.9,48,287
"9583","NC","Lee",16.6,27.2,35.3,20.9,51,105
"9584","NC","Lenoir",19.6,32.1,33.7,14.5,37,107
"9585","NC","Lincoln",14.4,31.1,33.1,21.4,5,79
"9586","NC","Lincoln",14.4,31.1,33.1,21.4,8,73
"9587","NC","Lincoln",14.4,31.1,33.1,21.4,13,181
"9588","NC","Lincoln",14.4,31.1,33.1,21.4,16,63
"9589","NC","Lincoln",14.4,31.1,33.1,21.4,20,105
"9590","NC","Lincoln",14.4,31.1,33.1,21.4,21,137
"9591","NC","Lincoln",14.4,31.1,33.1,21.4,22,61
"9592","NC","Lincoln",14.4,31.1,33.1,21.4,23,15
"9593","NC","Lincoln",14.4,31.1,33.1,21.4,27,81
"9594","NC","Lincoln",14.4,31.1,33.1,21.4,28,85
"9595","NC","Lincoln",14.4,31.1,33.1,21.4,29,113
"9596","NC","Lincoln",14.4,31.1,33.1,21.4,30,53
"9597","NC","Lincoln",14.4,31.1,33.1,21.4,31,111
"9598","NC","Lincoln",14.4,31.1,33.1,21.4,32,17
"9599","NC","Lincoln",14.4,31.1,33.1,21.4,35,27
"9600","NC","Lincoln",14.4,31.1,33.1,21.4,37,109
"9601","NC","Lincoln",14.4,31.1,33.1,21.4,40,81
"9602","NC","Lincoln",14.4,31.1,33.1,21.4,41,41
"9603","NC","Lincoln",14.4,31.1,33.1,21.4,46,83
"9604","NC","Lincoln",14.4,31.1,33.1,21.4,47,103
"9605","NC","Lincoln",14.4,31.1,33.1,21.4,53,43
"9606","NC","Lincoln",14.4,31.1,33.1,21.4,54,43
"9607","NC","Lincoln",14.4,31.1,33.1,21.4,55,69
"9608","NC","Lincoln",14.4,31.1,33.1,21.4,56,23
"9609","NC","McDowell",16.2,33.5,33.4,16.9,37,111
"9610","NC","McDowell",16.2,33.5,33.4,16.9,54,47
"9611","NC","Macon",11.4,30.6,33.9,24.2,1,87
"9612","NC","Macon",11.4,30.6,33.9,24.2,13,193
"9613","NC","Macon",11.4,30.6,33.9,24.2,17,115
"9614","NC","Macon",11.4,30.6,33.9,24.2,29,121
"9615","NC","Macon",11.4,30.6,33.9,24.2,37,113
"9616","NC","Macon",11.4,30.6,33.9,24.2,47,111
"9617","NC","Madison",14.6,30.7,27.1,27.6,1,89
"9618","NC","Madison",14.6,30.7,27.1,27.6,5,87
"9619","NC","Madison",14.6,30.7,27.1,27.6,12,79
"9620","NC","Madison",14.6,30.7,27.1,27.6,13,195
"9621","NC","Madison",14.6,30.7,27.1,27.6,16,65
"9622","NC","Madison",14.6,30.7,27.1,27.6,17,119
"9623","NC","Madison",14.6,30.7,27.1,27.6,18,95
"9624","NC","Madison",14.6,30.7,27.1,27.6,19,121
"9625","NC","Madison",14.6,30.7,27.1,27.6,21,151
"9626","NC","Madison",14.6,30.7,27.1,27.6,22,65
"9627","NC","Madison",14.6,30.7,27.1,27.6,28,89
"9628","NC","Madison",14.6,30.7,27.1,27.6,29,123
"9629","NC","Madison",14.6,30.7,27.1,27.6,30,57
"9630","NC","Madison",14.6,30.7,27.1,27.6,31,119
"9631","NC","Madison",14.6,30.7,27.1,27.6,36,53
"9632","NC","Madison",14.6,30.7,27.1,27.6,37,115
"9633","NC","Madison",14.6,30.7,27.1,27.6,39,97
"9634","NC","Madison",14.6,30.7,27.1,27.6,47,113
"9635","NC","Madison",14.6,30.7,27.1,27.6,48,313
"9636","NC","Madison",14.6,30.7,27.1,27.6,51,113
"9637","NC","Martin",16.7,34.5,32,16.8,12,85
"9638","NC","Martin",16.7,34.5,32,16.8,18,101
"9639","NC","Martin",16.7,34.5,32,16.8,21,159
"9640","NC","Martin",16.7,34.5,32,16.8,27,91
"9641","NC","Martin",16.7,34.5,32,16.8,37,117
"9642","NC","Martin",16.7,34.5,32,16.8,48,317
"9643","NC","Mecklenburg",9.9,17.4,27.9,44.8,37,119
"9644","NC","Mecklenburg",9.9,17.4,27.9,44.8,51,117
"9645","NC","Mitchell",15.5,33.6,32.1,18.8,13,205
"9646","NC","Mitchell",15.5,33.6,32.1,18.8,19,131
"9647","NC","Mitchell",15.5,33.6,32.1,18.8,20,123
"9648","NC","Mitchell",15.5,33.6,32.1,18.8,37,121
"9649","NC","Mitchell",15.5,33.6,32.1,18.8,48,335
"9650","NC","Montgomery",20.7,34.9,29.7,14.7,1,101
"9651","NC","Montgomery",20.7,34.9,29.7,14.7,5,97
"9652","NC","Montgomery",20.7,34.9,29.7,14.7,13,209
"9653","NC","Montgomery",20.7,34.9,29.7,14.7,17,135
"9654","NC","Montgomery",20.7,34.9,29.7,14.7,18,107
"9655","NC","Montgomery",20.7,34.9,29.7,14.7,19,137
