"","county","State","estimate_percent_distribution_family_income_by_number_of_earners_no_earners","margin_of_error_percent_distribution_moe_family_income_by_number_of_earners_no_earners","estimate_median_income_dollars_family_income_by_number_of_earners_no_earners","margin_of_error_median_income_dollars_moe_family_income_by_number_of_earners_no_earners","state_fips_code","county_fips_code"
"666","Howard"," Arkansas",20.2,3.1,"29401","3807",19,89
"667","Howard"," Arkansas",20.2,3.1,"29401","3807",24,27
"668","Howard"," Arkansas",20.2,3.1,"29401","3807",29,89
"669","Howard"," Arkansas",20.2,3.1,"29401","3807",31,93
"670","Howard"," Arkansas",20.2,3.1,"29401","3807",48,227
"671","Independence"," Arkansas",18.1,2.4,"28830","2125",5,63
"672","Izard"," Arkansas",31.2,3.6,"32560","5167",5,65
"673","Jackson"," Arkansas",24,3.3,"24555","2657",1,71
"674","Jackson"," Arkansas",24,3.3,"24555","2657",5,67
"675","Jackson"," Arkansas",24,3.3,"24555","2657",8,57
"676","Jackson"," Arkansas",24,3.3,"24555","2657",12,63
"677","Jackson"," Arkansas",24,3.3,"24555","2657",13,157
"678","Jackson"," Arkansas",24,3.3,"24555","2657",17,77
"679","Jackson"," Arkansas",24,3.3,"24555","2657",18,71
"680","Jackson"," Arkansas",24,3.3,"24555","2657",19,97
"681","Jackson"," Arkansas",24,3.3,"24555","2657",20,85
"682","Jackson"," Arkansas",24,3.3,"24555","2657",21,109
"683","Jackson"," Arkansas",24,3.3,"24555","2657",22,49
"684","Jackson"," Arkansas",24,3.3,"24555","2657",26,75
"685","Jackson"," Arkansas",24,3.3,"24555","2657",27,63
"686","Jackson"," Arkansas",24,3.3,"24555","2657",28,59
"687","Jackson"," Arkansas",24,3.3,"24555","2657",29,95
"688","Jackson"," Arkansas",24,3.3,"24555","2657",37,99
"689","Jackson"," Arkansas",24,3.3,"24555","2657",39,79
"690","Jackson"," Arkansas",24,3.3,"24555","2657",40,65
"691","Jackson"," Arkansas",24,3.3,"24555","2657",41,29
"692","Jackson"," Arkansas",24,3.3,"24555","2657",46,71
"693","Jackson"," Arkansas",24,3.3,"24555","2657",47,87
"694","Jackson"," Arkansas",24,3.3,"24555","2657",48,239
"695","Jackson"," Arkansas",24,3.3,"24555","2657",54,35
"696","Jackson"," Arkansas",24,3.3,"24555","2657",55,53
"697","Jefferson"," Arkansas",23.4,2.1,"28861","4095",1,73
"698","Jefferson"," Arkansas",23.4,2.1,"28861","4095",5,69
"699","Jefferson"," Arkansas",23.4,2.1,"28861","4095",8,59
"700","Jefferson"," Arkansas",23.4,2.1,"28861","4095",12,65
"701","Jefferson"," Arkansas",23.4,2.1,"28861","4095",13,163
"702","Jefferson"," Arkansas",23.4,2.1,"28861","4095",16,51
"703","Jefferson"," Arkansas",23.4,2.1,"28861","4095",17,81
"704","Jefferson"," Arkansas",23.4,2.1,"28861","4095",18,77
"705","Jefferson"," Arkansas",23.4,2.1,"28861","4095",19,101
"706","Jefferson"," Arkansas",23.4,2.1,"28861","4095",20,87
"707","Jefferson"," Arkansas",23.4,2.1,"28861","4095",21,111
"708","Jefferson"," Arkansas",23.4,2.1,"28861","4095",22,51
"709","Jefferson"," Arkansas",23.4,2.1,"28861","4095",22,53
"710","Jefferson"," Arkansas",23.4,2.1,"28861","4095",28,63
"711","Jefferson"," Arkansas",23.4,2.1,"28861","4095",28,65
"712","Jefferson"," Arkansas",23.4,2.1,"28861","4095",29,99
"713","Jefferson"," Arkansas",23.4,2.1,"28861","4095",30,43
"714","Jefferson"," Arkansas",23.4,2.1,"28861","4095",31,95
"715","Jefferson"," Arkansas",23.4,2.1,"28861","4095",36,45
"716","Jefferson"," Arkansas",23.4,2.1,"28861","4095",39,81
"717","Jefferson"," Arkansas",23.4,2.1,"28861","4095",40,67
"718","Jefferson"," Arkansas",23.4,2.1,"28861","4095",41,31
"719","Jefferson"," Arkansas",23.4,2.1,"28861","4095",42,65
"720","Jefferson"," Arkansas",23.4,2.1,"28861","4095",47,89
"721","Jefferson"," Arkansas",23.4,2.1,"28861","4095",48,245
"722","Jefferson"," Arkansas",23.4,2.1,"28861","4095",53,31
"723","Jefferson"," Arkansas",23.4,2.1,"28861","4095",54,37
"724","Jefferson"," Arkansas",23.4,2.1,"28861","4095",55,55
"725","Johnson"," Arkansas",23.5,2.9,"25697","2540",5,71
"726","Johnson"," Arkansas",23.5,2.9,"25697","2540",13,167
"727","Johnson"," Arkansas",23.5,2.9,"25697","2540",17,87
"728","Johnson"," Arkansas",23.5,2.9,"25697","2540",18,81
"729","Johnson"," Arkansas",23.5,2.9,"25697","2540",19,103
"730","Johnson"," Arkansas",23.5,2.9,"25697","2540",20,91
"731","Johnson"," Arkansas",23.5,2.9,"25697","2540",21,115
"732","Johnson"," Arkansas",23.5,2.9,"25697","2540",29,101
"733","Johnson"," Arkansas",23.5,2.9,"25697","2540",31,97
"734","Johnson"," Arkansas",23.5,2.9,"25697","2540",47,91
"735","Johnson"," Arkansas",23.5,2.9,"25697","2540",48,251
"736","Johnson"," Arkansas",23.5,2.9,"25697","2540",56,19
"737","Lafayette"," Arkansas",25.2,4.8,"23550","3684",5,73
"738","Lafayette"," Arkansas",25.2,4.8,"23550","3684",12,67
"739","Lafayette"," Arkansas",25.2,4.8,"23550","3684",22,55
"740","Lafayette"," Arkansas",25.2,4.8,"23550","3684",28,71
"741","Lafayette"," Arkansas",25.2,4.8,"23550","3684",29,107
"742","Lafayette"," Arkansas",25.2,4.8,"23550","3684",55,65
"743","Lawrence"," Arkansas",21.6,2.3,"27917","5077",1,79
"744","Lawrence"," Arkansas",21.6,2.3,"27917","5077",5,75
"745","Lawrence"," Arkansas",21.6,2.3,"27917","5077",17,101
"746","Lawrence"," Arkansas",21.6,2.3,"27917","5077",18,93
"747","Lawrence"," Arkansas",21.6,2.3,"27917","5077",21,127
"748","Lawrence"," Arkansas",21.6,2.3,"27917","5077",28,77
"749","Lawrence"," Arkansas",21.6,2.3,"27917","5077",29,109
"750","Lawrence"," Arkansas",21.6,2.3,"27917","5077",39,87
"751","Lawrence"," Arkansas",21.6,2.3,"27917","5077",42,73
"752","Lawrence"," Arkansas",21.6,2.3,"27917","5077",46,81
"753","Lawrence"," Arkansas",21.6,2.3,"27917","5077",47,99
"754","Lee"," Arkansas",28.8,5.4,"21808","4566",1,81
"755","Lee"," Arkansas",28.8,5.4,"21808","4566",5,77
"756","Lee"," Arkansas",28.8,5.4,"21808","4566",12,71
"757","Lee"," Arkansas",28.8,5.4,"21808","4566",13,177
"758","Lee"," Arkansas",28.8,5.4,"21808","4566",17,103
"759","Lee"," Arkansas",28.8,5.4,"21808","4566",19,111
"760","Lee"," Arkansas",28.8,5.4,"21808","4566",21,129
"761","Lee"," Arkansas",28.8,5.4,"21808","4566",28,81
"762","Lee"," Arkansas",28.8,5.4,"21808","4566",37,105
"763","Lee"," Arkansas",28.8,5.4,"21808","4566",45,61
"764","Lee"," Arkansas",28.8,5.4,"21808","4566",48,287
"765","Lee"," Arkansas",28.8,5.4,"21808","4566",51,105
"766","Lincoln"," Arkansas",21.3,4.4,"29236","9781",5,79
"767","Lincoln"," Arkansas",21.3,4.4,"29236","9781",8,73
"768","Lincoln"," Arkansas",21.3,4.4,"29236","9781",13,181
"769","Lincoln"," Arkansas",21.3,4.4,"29236","9781",16,63
"770","Lincoln"," Arkansas",21.3,4.4,"29236","9781",20,105
"771","Lincoln"," Arkansas",21.3,4.4,"29236","9781",21,137
"772","Lincoln"," Arkansas",21.3,4.4,"29236","9781",22,61
"773","Lincoln"," Arkansas",21.3,4.4,"29236","9781",23,15
"774","Lincoln"," Arkansas",21.3,4.4,"29236","9781",27,81
"775","Lincoln"," Arkansas",21.3,4.4,"29236","9781",28,85
"776","Lincoln"," Arkansas",21.3,4.4,"29236","9781",29,113
"777","Lincoln"," Arkansas",21.3,4.4,"29236","9781",30,53
"778","Lincoln"," Arkansas",21.3,4.4,"29236","9781",31,111
"779","Lincoln"," Arkansas",21.3,4.4,"29236","9781",32,17
"780","Lincoln"," Arkansas",21.3,4.4,"29236","9781",35,27
"781","Lincoln"," Arkansas",21.3,4.4,"29236","9781",37,109
"782","Lincoln"," Arkansas",21.3,4.4,"29236","9781",40,81
"783","Lincoln"," Arkansas",21.3,4.4,"29236","9781",41,41
"784","Lincoln"," Arkansas",21.3,4.4,"29236","9781",46,83
"785","Lincoln"," Arkansas",21.3,4.4,"29236","9781",47,103
