"","county","State","percent_white","percent_black","percent_indigenous","percent_asian","percent_pacific_islander","percent_hispanic_latino","state_fips_code","county_fips_code"
"4455","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,51,89
"4456","Howard"," Iowa",99.6,0.5,0.8,0.4,0,1.6,5,61
"4457","Howard"," Iowa",99.6,0.5,0.8,0.4,0,1.6,18,67
"4458","Howard"," Iowa",99.6,0.5,0.8,0.4,0,1.6,19,89
"4459","Howard"," Iowa",99.6,0.5,0.8,0.4,0,1.6,24,27
"4460","Howard"," Iowa",99.6,0.5,0.8,0.4,0,1.6,29,89
"4461","Howard"," Iowa",99.6,0.5,0.8,0.4,0,1.6,31,93
"4462","Howard"," Iowa",99.6,0.5,0.8,0.4,0,1.6,48,227
"4463","Humboldt"," Iowa",98.3,0.3,1.1,0.6,0.2,4.3,6,23
"4464","Humboldt"," Iowa",98.3,0.3,1.1,0.6,0.2,4.3,19,91
"4465","Humboldt"," Iowa",98.3,0.3,1.1,0.6,0.2,4.3,32,13
"4466","Ida"," Iowa",98.3,0.5,1.3,0.5,0,2.2,19,93
"4467","Iowa"," Iowa",98.3,1.5,0.1,0.7,0,2.7,19,95
"4468","Iowa"," Iowa",98.3,1.5,0.1,0.7,0,2.7,55,49
"4469","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,1,71
"4470","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,5,67
"4471","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,8,57
"4472","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,12,63
"4473","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,13,157
"4474","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,17,77
"4475","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,18,71
"4476","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,19,97
"4477","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,20,85
"4478","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,21,109
"4479","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,22,49
"4480","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,26,75
"4481","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,27,63
"4482","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,28,59
"4483","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,29,95
"4484","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,37,99
"4485","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,39,79
"4486","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,40,65
"4487","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,41,29
"4488","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,46,71
"4489","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,47,87
"4490","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,48,239
"4491","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,54,35
"4492","Jackson"," Iowa",98.1,1.7,0.2,0.6,0.7,1.4,55,53
"4493","Jasper"," Iowa",97,2.3,0.8,1,0.3,2.1,13,159
"4494","Jasper"," Iowa",97,2.3,0.8,1,0.3,2.1,17,79
"4495","Jasper"," Iowa",97,2.3,0.8,1,0.3,2.1,18,73
"4496","Jasper"," Iowa",97,2.3,0.8,1,0.3,2.1,19,99
"4497","Jasper"," Iowa",97,2.3,0.8,1,0.3,2.1,28,61
"4498","Jasper"," Iowa",97,2.3,0.8,1,0.3,2.1,29,97
"4499","Jasper"," Iowa",97,2.3,0.8,1,0.3,2.1,45,53
"4500","Jasper"," Iowa",97,2.3,0.8,1,0.3,2.1,48,241
"4501","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,1,73
"4502","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,5,69
"4503","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,8,59
"4504","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,12,65
"4505","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,13,163
"4506","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,16,51
"4507","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,17,81
"4508","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,18,77
"4509","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,19,101
"4510","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,20,87
"4511","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,21,111
"4512","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,22,51
"4513","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,22,53
"4514","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,28,63
"4515","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,28,65
"4516","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,29,99
"4517","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,30,43
"4518","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,31,95
"4519","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,36,45
"4520","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,39,81
"4521","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,40,67
"4522","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,41,31
"4523","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,42,65
"4524","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,47,89
"4525","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,48,245
"4526","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,53,31
"4527","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,54,37
"4528","Jefferson"," Iowa",90.5,4.4,3,7.8,0,2.9,55,55
"4529","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,5,71
"4530","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,13,167
"4531","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,17,87
"4532","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,18,81
"4533","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,19,103
"4534","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,20,91
"4535","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,21,115
"4536","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,29,101
"4537","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,31,97
"4538","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,47,91
"4539","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,48,251
"4540","Johnson"," Iowa",84.2,7.7,0.8,7.2,0.1,5.6,56,19
"4541","Jones"," Iowa",96.3,2.6,0.7,1.2,0,1.9,13,169
"4542","Jones"," Iowa",96.3,2.6,0.7,1.2,0,1.9,19,105
"4543","Jones"," Iowa",96.3,2.6,0.7,1.2,0,1.9,28,67
"4544","Jones"," Iowa",96.3,2.6,0.7,1.2,0,1.9,37,103
"4545","Jones"," Iowa",96.3,2.6,0.7,1.2,0,1.9,46,75
"4546","Jones"," Iowa",96.3,2.6,0.7,1.2,0,1.9,48,253
"4547","Keokuk"," Iowa",98.9,0.8,0.5,0.4,0.1,1.6,19,107
"4548","Kossuth"," Iowa",97.7,1.3,0.5,0.8,0,2.4,19,109
"4549","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,1,81
"4550","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,5,77
"4551","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,12,71
"4552","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,13,177
"4553","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,17,103
"4554","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,19,111
"4555","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,21,129
"4556","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,28,81
"4557","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,37,105
"4558","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,45,61
"4559","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,48,287
"4560","Lee"," Iowa",96,4.1,0.8,0.8,0.1,3.6,51,105
"4561","Linn"," Iowa",90.9,6.9,0.7,3.1,0.2,3.2,19,113
"4562","Linn"," Iowa",90.9,6.9,0.7,3.1,0.2,3.2,20,107
"4563","Linn"," Iowa",90.9,6.9,0.7,3.1,0.2,3.2,29,115
"4564","Linn"," Iowa",90.9,6.9,0.7,3.1,0.2,3.2,41,43
"4565","Louisa"," Iowa",92,1.3,0.6,4.2,0.1,15.8,19,115
"4566","Louisa"," Iowa",92,1.3,0.6,4.2,0.1,15.8,51,109
"4567","Lucas"," Iowa",99.4,0.3,0.2,0,0,1.8,19,117
"4568","Lucas"," Iowa",99.4,0.3,0.2,0,0,1.8,39,95
"4569","Lyon"," Iowa",97.9,0.3,1.1,0.5,0.4,2.6,19,119
"4570","Lyon"," Iowa",97.9,0.3,1.1,0.5,0.4,2.6,20,111
"4571","Lyon"," Iowa",97.9,0.3,1.1,0.5,0.4,2.6,21,143
"4572","Lyon"," Iowa",97.9,0.3,1.1,0.5,0.4,2.6,27,83
"4573","Lyon"," Iowa",97.9,0.3,1.1,0.5,0.4,2.6,32,19
"4574","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,1,89
"4575","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,5,87
"4576","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,12,79
"4577","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,13,195
"4578","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,16,65
"4579","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,17,119
"4580","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,18,95
"4581","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,19,121
"4582","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,21,151
"4583","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,22,65
"4584","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,28,89
"4585","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,29,123
"4586","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,30,57
"4587","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,31,119
"4588","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,36,53
"4589","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,37,115
"4590","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,39,97
"4591","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,47,113
"4592","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,48,313
"4593","Madison"," Iowa",98.2,0.8,0.2,1.5,0.1,2.1,51,113
"4594","Mahaska"," Iowa",96.3,2.1,0.5,1.7,0.1,2.1,19,123
"4595","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,1,93
"4596","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,5,89
"4597","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,12,83
"4598","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,13,197
"4599","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,17,121
"4600","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,18,97
"4601","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,19,125
"4602","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,20,115
"4603","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,21,155
"4604","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,28,91
"4605","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,29,127
"4606","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,39,101
"4607","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,41,47
"4608","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,45,67
"4609","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,47,115
"4610","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,48,315
"4611","Marion"," Iowa",97.3,1.2,0.7,1.7,0,1.9,54,49
"4612","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,1,95
"4613","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,17,123
"4614","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,18,99
"4615","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,19,127
"4616","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,20,117
"4617","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,21,157
"4618","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,27,89
"4619","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,28,93
"4620","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,40,95
"4621","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,46,91
"4622","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,47,117
"4623","Marshall"," Iowa",87.5,2.6,0.9,3.9,0,21.3,54,51
"4624","Mills"," Iowa",97.4,1.1,1,0.7,0.1,3,19,129
"4625","Mills"," Iowa",97.4,1.1,1,0.7,0.1,3,48,333
"4626","Mitchell"," Iowa",98.6,0.7,0.7,0.5,0,1.4,13,205
"4627","Mitchell"," Iowa",98.6,0.7,0.7,0.5,0,1.4,19,131
"4628","Mitchell"," Iowa",98.6,0.7,0.7,0.5,0,1.4,20,123
"4629","Mitchell"," Iowa",98.6,0.7,0.7,0.5,0,1.4,37,121
"4630","Mitchell"," Iowa",98.6,0.7,0.7,0.5,0,1.4,48,335
"4631","Monona"," Iowa",97.6,0.7,2.5,0,0,1.9,19,133
"4632","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,1,99
"4633","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,5,95
"4634","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,12,87
"4635","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,13,207
"4636","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,17,133
"4637","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,18,105
"4638","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,19,135
"4639","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,21,171
"4640","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,26,115
"4641","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,28,95
"4642","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,29,137
"4643","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,36,55
"4644","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,39,111
"4645","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,42,89
"4646","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,47,123
"4647","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,54,63
"4648","Monroe"," Iowa",98.4,2.3,0.1,0.1,0,2.6,55,81
"4649","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,1,101
"4650","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,5,97
"4651","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,13,209
"4652","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,17,135
"4653","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,18,107
"4654","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,19,137
"4655","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,20,125
"4656","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,21,173
"4657","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,24,31
"4658","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,28,97
"4659","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,29,139
"4660","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,36,57
"4661","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,37,123
"4662","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,39,113
"4663","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,42,91
"4664","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,47,125
"4665","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,48,339
"4666","Montgomery"," Iowa",97.9,1.9,1.1,0.4,0,3.8,51,121
"4667","Muscatine"," Iowa",94.2,3.9,0.7,1.7,0.1,17.8,19,139
"4668","O'Brien"," Iowa",95.2,1.2,0.5,1.3,0.1,4.7,19,141
"4669","Osceola"," Iowa",96,1.5,0.6,0.2,0.3,7.8,12,97
"4670","Osceola"," Iowa",96,1.5,0.6,0.2,0.3,7.8,19,143
"4671","Osceola"," Iowa",96,1.5,0.6,0.2,0.3,7.8,26,133
"4672","Page"," Iowa",96,2,2.4,1.2,0.1,3.3,19,145
"4673","Page"," Iowa",96,2,2.4,1.2,0.1,3.3,51,139
"4674","Palo Alto"," Iowa",96.8,2.3,0.3,1,0,2.7,NA,NA
"4675","Plymouth"," Iowa",95.9,1.4,0.6,0.9,0.3,5,19,149
"4676","Plymouth"," Iowa",95.9,1.4,0.6,0.9,0.3,5,25,23
"4677","Pocahontas"," Iowa",96.8,0.8,0.6,1.6,0.3,3.7,19,151
"4678","Pocahontas"," Iowa",96.8,0.8,0.6,1.6,0.3,3.7,54,75
"4679","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,5,113
"4680","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,12,105
"4681","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,13,233
"4682","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,19,153
"4683","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,27,119
"4684","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,29,167
"4685","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,31,143
"4686","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,37,149
"4687","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,41,53
"4688","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,47,139
"4689","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,48,373
"4690","Polk"," Iowa",86.9,8.2,0.9,5.3,0.2,8.2,55,95
"4691","Pottawattamie"," Iowa",95,2.5,1.3,1.2,0.1,7.6,19,155
"4692","Poweshiek"," Iowa",95.6,2.7,0.2,2.6,0.1,3.2,19,157
"4693","Ringgold"," Iowa",97.2,0.1,0.5,1.4,0,2.4,19,159
"4694","Sac"," Iowa",98.6,0.9,0.8,0.2,0,2.9,19,161
"4695","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,5,127
"4696","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,17,171
"4697","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,18,143
"4698","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,19,163
"4699","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,20,171
"4700","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,21,209
"4701","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,27,139
"4702","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,28,123
"4703","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,29,201
"4704","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,47,151
"4705","Scott"," Iowa",88.5,9.4,0.9,3.3,0.1,6.6,51,169
"4706","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,1,117
"4707","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,17,173
"4708","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,18,145
"4709","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,19,165
"4710","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,21,211
"4711","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,29,205
"4712","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,39,149
"4713","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,47,157
"4714","Shelby"," Iowa",98.2,1.4,0.7,0.3,0,2.8,48,419
"4715","Sioux"," Iowa",94.7,1,0.6,1.2,0.4,10.5,19,167
"4716","Sioux"," Iowa",94.7,1,0.6,1.2,0.4,10.5,31,165
"4717","Sioux"," Iowa",94.7,1,0.6,1.2,0.4,10.5,38,85
"4718","Story"," Iowa",89.3,3.4,0.6,8.9,0,3.4,19,169
"4719","Tama"," Iowa",89.4,1,8.8,0.7,0.1,9.2,19,171
"4720","Taylor"," Iowa",96.3,0.6,0.7,0.7,0,7.9,12,123
"4721","Taylor"," Iowa",96.3,0.6,0.7,0.7,0,7.9,13,269
"4722","Taylor"," Iowa",96.3,0.6,0.7,0.7,0,7.9,19,173
"4723","Taylor"," Iowa",96.3,0.6,0.7,0.7,0,7.9,21,217
"4724","Taylor"," Iowa",96.3,0.6,0.7,0.7,0,7.9,48,441
"4725","Taylor"," Iowa",96.3,0.6,0.7,0.7,0,7.9,54,91
"4726","Taylor"," Iowa",96.3,0.6,0.7,0.7,0,7.9,55,119
"4727","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,5,139
"4728","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,12,125
"4729","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,13,291
"4730","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,17,181
"4731","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,18,161
"4732","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,19,175
"4733","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,21,225
"4734","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,22,111
"4735","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,28,145
"4736","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,34,39
"4737","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,35,59
"4738","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,37,179
"4739","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,39,159
"4740","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,41,61
"4741","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,42,119
"4742","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,45,87
"4743","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,46,127
"4744","Union"," Iowa",97.6,0.7,0.6,1.7,0.1,2.9,47,173
"4745","Van Buren"," Iowa",98.9,0.8,0.5,0.9,0.1,1.5,NA,NA
"4746","Wapello"," Iowa",89.2,4.1,0.6,1.2,0.6,10.7,19,179
"4747","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,13,301
"4748","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,17,187
"4749","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,18,171
"4750","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,19,181
"4751","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,21,227
"4752","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,28,149
"4753","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,29,219
"4754","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,34,41
"4755","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,36,113
"4756","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,37,185
"4757","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,39,165
"4758","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,42,123
"4759","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,47,177
"4760","Warren"," Iowa",97.8,1.1,0.5,1,0.4,2.7,51,187
"4761","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,1,129
"4762","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,5,143
"4763","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,8,121
"4764","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,12,133
"4765","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,13,303
"4766","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,16,87
"4767","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,17,189
"4768","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,18,175
"4769","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,19,183
"4770","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,20,201
"4771","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,21,229
"4772","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,22,117
"4773","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,23,29
"4774","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,24,43
"4775","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,27,163
"4776","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,28,151
"4777","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,29,221
"4778","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,31,177
"4779","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,36,115
"4780","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,37,187
"4781","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,39,167
"4782","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,40,147
"4783","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,41,67
"4784","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,42,125
"4785","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,44,9
"4786","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,47,179
"4787","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,48,477
"4788","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,49,53
"4789","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,50,23
"4790","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,51,191
"4791","Washington"," Iowa",97.4,1.6,0.4,0.9,0.2,6,55,131
"4792","Wayne"," Iowa",98.6,1.7,0.5,0.7,0,0.9,13,305
