"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18"
"1124","KY","Shelby County",14.7,31,30,24.2
"1125","KY","Simpson County",14.1,44.7,27,14.2
"1126","KY","Spencer County",10.2,35.1,34.5,20.2
"1127","KY","Taylor County",14.2,39.5,27,19.2
"1128","KY","Todd County",22.2,38.8,26.1,12.9
"1129","KY","Trigg County",12.6,31.3,39.1,16.9
"1130","KY","Trimble County",15.9,47.2,24.9,12
"1131","KY","Union County",12.6,45.9,30.5,11
"1132","KY","Warren County",12.3,28.1,29,30.6
"1133","KY","Washington County",16.7,42,23.5,17.7
"1134","KY","Wayne County",28.1,37.4,21.7,12.8
"1135","KY","Webster County",18.6,46.1,25.5,9.8
"1136","KY","Whitley County",20.3,37.3,23.2,19.2
"1137","KY","Wolfe County",30.1,37.8,24.4,7.6
"1138","KY","Woodford County",10.9,27.5,28.8,32.9
"1139","LA","Lousiana",15.2,34,27.1,23.7
"1140","LA","Acadia Parish",21.8,41.2,23.6,13.4
"1141","LA","Allen Parish",20.1,42.9,24.3,12.7
"1142","LA","Ascension Parish",11.6,32.4,29.2,26.8
"1143","LA","Assumption Parish",26.4,43.7,19.6,10.2
"1144","LA","Avoyelles Parish",24.2,38.9,24.9,12.1
"1145","LA","Beauregard Parish",15.3,38.1,29.1,17.5
"1146","LA","Bienville Parish",17.1,41.7,28.8,12.4
"1147","LA","Bossier Parish",10.7,29.5,34.2,25.6
"1148","LA","Caddo Parish",13.4,33.4,29.6,23.5
"1149","LA","Calcasieu Parish",13.5,33.8,30.8,21.9
"1150","LA","Caldwell Parish",23.6,43.2,19,14.2
"1151","LA","Cameron Parish",18.1,38.8,31.5,11.6
"1152","LA","Catahoula Parish",23.9,42.5,21.9,11.7
"1153","LA","Claiborne Parish",18.8,41.4,25.1,14.7
"1154","LA","Concordia Parish",22.9,41.4,22.9,12.8
"1155","LA","De Soto Parish",17.6,42.8,25.4,14.2
"1156","LA","East Baton Rouge Parish",9.7,27.3,28.3,34.7
"1157","LA","East Carroll Parish",31.5,38.8,21.2,8.5
"1158","LA","East Feliciana Parish",20.2,42.5,24.7,12.6
"1159","LA","Evangeline Parish",25.3,39.8,22.1,12.8
"1160","LA","Franklin Parish",23.7,42.9,21.4,11.9
"1161","LA","Grant Parish",18.3,43.5,29.8,8.4
"1162","LA","Iberia Parish",21.3,42.8,23.2,12.7
"1163","LA","Iberville Parish",21,40.4,24.1,14.5
"1164","LA","Jackson Parish",20.3,43.3,22.9,13.5
"1165","LA","Jefferson Parish",14.6,31.2,28.1,26.1
"1166","LA","Jefferson Davis Parish",18.9,41.7,23.5,15.9
"1167","LA","Lafayette Parish",12.5,30.2,25.2,32.1
"1168","LA","Lafourche Parish",22.7,40.2,20.6,16.6
"1169","LA","La Salle Parish",22.8,41.8,23.2,12.2
"1170","LA","Lincoln Parish",11.6,27.3,24.6,36.5
"1171","LA","Livingston Parish",14.4,39,28.3,18.3
"1172","LA","Madison Parish",25.2,39,23.3,12.6
"1173","LA","Morehouse Parish",20.3,44.2,22.5,13
"1174","LA","Natchitoches Parish",13.5,35,33.7,17.8
"1175","LA","Orleans Parish",13.8,22.9,26.4,36.8
"1176","LA","Ouachita Parish",13.7,33.9,28.2,24.3
"1177","LA","Plaquemines Parish",17.1,34.5,28.8,19.6
"1178","LA","Pointe Coupee Parish",19.7,40.2,24.8,15.2
"1179","LA","Rapides Parish",14.7,37.5,27.2,20.5
"1180","LA","Red River Parish",20.6,40,25.5,13.9
"1181","LA","Richland Parish",20.5,40.6,25.4,13.5
"1182","LA","Sabine Parish",14.7,46.4,25.8,13.1
"1183","LA","St. Bernard Parish",17.6,37.3,32.8,12.3
"1184","LA","St. Charles Parish",10.5,34.8,30.5,24.2
"1185","LA","St. Helena Parish",24.3,40,21.8,13.9
"1186","LA","St. James Parish",14.7,42.9,28,14.3
"1187","LA","St. John the Baptist Parish",13.8,38,31.9,16.3
"1188","LA","St. Landry Parish",23.9,40.9,21,14.2
"1189","LA","St. Martin Parish",19.1,42,24.4,14.4
"1190","LA","St. Mary Parish",18.7,50,20.8,10.6
"1191","LA","St. Tammany Parish",9.8,26.3,30.4,33.5
"1192","LA","Tangipahoa Parish",16.7,37.8,26.1,19.4
"1193","LA","Tensas Parish",22.3,47.1,20.1,10.5
"1194","LA","Terrebonne Parish",21.5,38.6,24.1,15.8
"1195","LA","Union Parish",14.4,47.1,23.9,14.6
"1196","LA","Vermilion Parish",21.6,41.9,22.3,14.2
"1197","LA","Vernon Parish",12.8,37.4,32.9,16.8
"1198","LA","Washington Parish",22.7,42.8,22.8,11.7
"1199","LA","Webster Parish",16.8,41.6,26.6,15.1
"1200","LA","West Baton Rouge Parish",15,38.8,25.6,20.6
"1201","LA","West Carroll Parish",21.8,43.4,22.2,12.6
"1202","LA","West Feliciana Parish",18,35.7,24.2,22.2
"1203","LA","Winn Parish",18.7,43.8,23.1,14.4
"1204","ME","Maine",7.7,31.8,29.6,30.9
"1205","ME","Androscoggin County",9.7,36.5,31.5,22.2
"1206","ME","Aroostook County",12.5,37.2,31.3,18.9
"1207","ME","Cumberland County",5,22.3,26.1,46.7
"1208","ME","Franklin County",7.4,37.2,30.1,25.4
"1209","ME","Hancock County",5.9,32.3,29.5,32.3
"1210","ME","Kennebec County",8.3,32.9,31.8,27.1
"1211","ME","Knox County",6.3,33.5,29.2,31
"1212","ME","Lincoln County",7.2,33.2,26.9,32.7
"1213","ME","Oxford County",8.9,43.3,28.8,19
"1214","ME","Penobscot County",8.4,33.6,30.9,27.1
"1215","ME","Piscataquis County",10,40.4,31.3,18.3
"1216","ME","Sagadahoc County",5.9,30.1,28.5,35.5
"1217","ME","Somerset County",12.1,40.2,31.2,16.5
"1218","ME","Waldo County",7.6,32.6,30.3,29.6
"1219","ME","Washington County",11.6,39,28.5,20.8
"1220","ME","York County",7,30.6,31.1,31.4
"1221","MD","Maryland",10,24.8,25.6,39.6
"1222","MD","Allegany County",10,41.9,29.8,18.3
"1223","MD","Anne Arundel County",7.9,23.8,27.4,40.9
"1224","MD","Baltimore County",8.9,26.2,26.3,38.6
"1225","MD","Calvert County",6.1,30.3,32.4,31.1
"1226","MD","Caroline County",16.1,40.7,26.4,16.9
"1227","MD","Carroll County",7.8,29.9,26.7,35.6
"1228","MD","Cecil County",11,37.7,28.5,22.8
"1229","MD","Charles County",6.9,31.4,32.8,28.9
"1230","MD","Dorchester County",13.1,39.4,26.7,20.8
"1231","MD","Frederick County",7.6,24.3,27.5,40.6
"1232","MD","Garrett County",10.7,43.8,25.4,20.1
"1233","MD","Harford County",7.2,26.6,30.4,35.8
"1234","MD","Howard County",4.5,14,20.2,61.4
"1235","MD","Kent County",12,28.6,25.2,34.2
"1236","MD","Montgomery County",8.7,13.3,18.9,59
"1237","MD","Prince George's County",13.5,25.7,28.2,32.7
"1238","MD","Queen Anne's County",7.9,29.6,27.7,34.9
"1239","MD","St. Mary's County",10.2,30,28.4,31.5
"1240","MD","Somerset County",18.1,40.3,26,15.7
"1241","MD","Talbot County",9.4,25.6,26.4,38.6
"1242","MD","Washington County",13.1,36.4,29.1,21.4
"1243","MD","Wicomico County",11.9,32.5,28.8,26.8
"1244","MD","Worcester County",9.1,31.6,28.8,30.4
"1245","MD","Baltimore city",15.1,29.9,23.8,31.2
"1246","MA","Massachusetts",9.6,24.2,23.3,42.9
"1247","MA","Barnstable County",4.5,24.3,28.4,42.8
"1248","MA","Berkshire County",8.9,29.9,27.9,33.4
"1249","MA","Bristol County",15.1,29.9,27,28
"1250","MA","Dukes County",4.5,24.3,27.1,44.2
"1251","MA","Essex County",10.7,25.2,24.7,39.4
"1252","MA","Franklin County",6.9,28,27.9,37.2
"1253","MA","Hampden County",14.7,29.5,28.7,27.2
"1254","MA","Hampshire County",5.6,23.6,24.3,46.5
"1255","MA","Middlesex County",6.9,19.6,18.4,55.2
"1256","MA","Nantucket County",4.7,18.4,25.2,51.7
"1257","MA","Norfolk County",6.1,19.5,21.4,53
"1258","MA","Plymouth County",7.1,27.9,28.3,36.7
"1259","MA","Suffolk County",14.5,22.4,18.3,44.8
"1260","MA","Worcester County",9.6,28.1,26.3,35.9
"1261","MI","Michigan",9.5,29,32.9,28.6
"1262","MI","Alcona County",11.4,39.2,33.7,15.7
"1263","MI","Alger County",10.8,44.3,27.5,17.4
"1264","MI","Allegan County",9.3,37.8,30.1,22.7
"1265","MI","Alpena County",8.4,33.5,40.7,17.5
"1266","MI","Antrim County",8.5,32,31.3,28.2
"1267","MI","Arenac County",12.6,42.3,33.4,11.8
"1268","MI","Baraga County",11.2,43.4,30.9,14.5
"1269","MI","Barry County",7.3,37.8,34.7,20.1
"1270","MI","Bay County",10.4,34.7,36,18.9
"1271","MI","Benzie County",6.5,31.8,32.4,29.3
"1272","MI","Berrien County",10.4,28.9,33,27.7
"1273","MI","Branch County",10.9,41.3,33.6,14.2
"1274","MI","Calhoun County",8.9,36.4,33.5,21.2
"1275","MI","Cass County",12.1,33.2,35.6,19.1
"1276","MI","Charlevoix County",6.4,29.5,33,31
"1277","MI","Cheboygan County",9.4,37.9,32.1,20.5
"1278","MI","Chippewa County",10.2,35,33.8,21
"1279","MI","Clare County",15.3,38.2,34.4,12.1
"1280","MI","Clinton County",5.8,27,35.7,31.4
"1281","MI","Crawford County",11,33.8,36.5,18.8
"1282","MI","Delta County",6.1,33.3,39.1,21.5
"1283","MI","Dickinson County",5.2,33.8,34.5,26.5
"1284","MI","Eaton County",6.1,28,39.1,26.8
"1285","MI","Emmet County",6.2,24.5,35.6,33.7
"1286","MI","Genesee County",9.6,31.9,37.6,20.9
"1287","MI","Gladwin County",13.3,39.6,33.3,13.8
"1288","MI","Gogebic County",6.7,37.6,35.9,19.8
"1289","MI","Grand Traverse County",4.8,24.4,35.7,35.1
"1290","MI","Gratiot County",9.4,40.4,36.1,14
"1291","MI","Hillsdale County",11.7,38.5,32.8,17
"1292","MI","Houghton County",7.2,33.7,25.9,33.2
"1293","MI","Huron County",11.1,42.2,31.3,15.5
"1294","MI","Ingham County",7.3,21.7,32.5,38.5
"1295","MI","Ionia County",9.9,39.6,34.4,16.1
"1296","MI","Iosco County",11.1,37.8,34.9,16.3
"1297","MI","Iron County",8,43.8,29.4,18.8
"1298","MI","Isabella County",8.4,31.5,31,29.2
"1299","MI","Jackson County",9.4,33,36.3,21.4
"1300","MI","Kalamazoo County",6.4,22,33.5,38.1
"1301","MI","Kalkaska County",13.3,41.4,33.5,11.9
"1302","MI","Kent County",9.7,24.4,30.7,35.2
"1303","MI","Keweenaw County",3.9,32.8,32.8,30.4
"1304","MI","Lake County",17,42.6,29.1,11.3
"1305","MI","Lapeer County",9.3,35.7,37.2,17.8
"1306","MI","Leelanau County",4.8,21.8,30.6,42.8
"1307","MI","Lenawee County",9.2,37.1,32.8,20.9
"1308","MI","Livingston County",4.6,25.9,34.7,34.8
"1309","MI","Luce County",12,38.5,33.2,16.3
"1310","MI","Mackinac County",9.8,34.3,34.1,21.8
"1311","MI","Macomb County",10.3,29.7,35.4,24.5
"1312","MI","Manistee County",9.4,36.1,34.5,20
"1313","MI","Marquette County",4.7,31.5,32.3,31.5
"1314","MI","Mason County",7.6,33.5,35.7,23.2
"1315","MI","Mecosta County",10.5,36.2,31.4,21.9
"1316","MI","Menominee County",7.6,42.8,32.9,16.7
"1317","MI","Midland County",5.7,29,31.2,34
"1318","MI","Missaukee County",11.2,42,33.6,13.2
"1319","MI","Monroe County",8.8,36.1,36,19.1
"1320","MI","Montcalm County",12.1,39.9,35,13
"1321","MI","Montmorency County",13.2,43.1,30.9,12.8
"1322","MI","Muskegon County",9.2,34.5,37.3,19.1
"1323","MI","Newaygo County",13.2,40.3,30.6,15.9
"1324","MI","Oakland County",6.1,18.8,28.7,46.4
"1325","MI","Oceana County",14.1,35.4,31.7,18.8
"1326","MI","Ogemaw County",14.5,39,34.5,12.1
"1327","MI","Ontonagon County",7.4,40.7,34.4,17.5
"1328","MI","Osceola County",11.8,44.3,30.1,13.8
"1329","MI","Oscoda County",16.7,37.6,35,10.7
"1330","MI","Otsego County",7.9,33.9,34,24.2
"1331","MI","Ottawa County",7.4,28.6,30.6,33.5
"1332","MI","Presque Isle County",10.9,39.4,32.4,17.3
"1333","MI","Roscommon County",10.1,40.7,34.3,14.9
"1334","MI","Saginaw County",10.5,33.6,34.8,21.1
"1335","MI","St. Clair County",9.5,34.4,37.8,18.3
"1336","MI","St. Joseph County",12.9,38.2,33.2,15.7
"1337","MI","Sanilac County",12.1,41.5,32.2,14.2
"1338","MI","Schoolcraft County",9.9,44.3,30,15.8
"1339","MI","Shiawassee County",7.6,36.3,39,17.2
"1340","MI","Tuscola County",10.7,41.7,34,13.6
"1341","MI","Van Buren County",12.8,31.9,34.4,20.9
"1342","MI","Washtenaw County",4.8,14.9,25.1,55.2
"1343","MI","Wayne County",14.1,30,32.5,23.3
"1344","MI","Wexford County",10.5,36.8,34.8,17.9
"1345","MN","Minnesota",7,24.9,32.6,35.4
"1346","MN","Aitkin County",9,37.7,35.8,17.4
"1347","MN","Anoka County",6.1,27.9,36.3,29.7
"1348","MN","Becker County",7.4,32,36.2,24.5
"1349","MN","Beltrami County",8.7,28.1,35.2,28.1
"1350","MN","Benton County",7.6,31.1,38.8,22.6
"1351","MN","Big Stone County",9.8,43.5,31.7,15
"1352","MN","Blue Earth County",5.9,26.7,33.8,33.6
"1353","MN","Brown County",7.4,37.6,34.6,20.4
"1354","MN","Carlton County",5.9,34.2,37.5,22.5
"1355","MN","Carver County",3.6,19,29.3,48.1
"1356","MN","Cass County",8.3,33.2,36.1,22.4
"1357","MN","Chippewa County",9.3,35.9,35.7,19.1
"1358","MN","Chisago County",5.7,33.9,40,20.5
"1359","MN","Clay County",5.1,25.4,36,33.5
"1360","MN","Clearwater County",14.3,35,34.6,16.1
"1361","MN","Cook County",3.4,22.9,31.3,42.4
"1362","MN","Cottonwood County",9.6,35.4,33.8,21.2
"1363","MN","Crow Wing County",6.3,30.3,39.1,24.3
"1364","MN","Dakota County",5.1,20.6,32.4,41.8
"1365","MN","Dodge County",5.2,34.7,35.8,24.4
"1366","MN","Douglas County",5,29.6,40,25.4
"1367","MN","Faribault County",8.4,38.2,35.5,17.8
"1368","MN","Fillmore County",8.7,34,36.1,21.1
"1369","MN","Freeborn County",10.1,37.3,35.8,16.7
"1370","MN","Goodhue County",5.7,32.9,36.4,25
"1371","MN","Grant County",6.4,33.7,40.5,19.4
"1372","MN","Hennepin County",6.8,16.7,27.3,49.2
"1373","MN","Houston County",5.4,33.6,37.1,24
"1374","MN","Hubbard County",7.1,30.8,34.9,27.2
"1375","MN","Isanti County",8.3,33.8,40.2,17.7
"1376","MN","Itasca County",6.4,30.2,40.6,22.7
"1377","MN","Jackson County",6.9,34.2,36.9,22
"1378","MN","Kanabec County",9.6,40.2,35.6,14.6
"1379","MN","Kandiyohi County",11.5,25.8,39.3,23.4
"1380","MN","Kittson County",6,38.1,32,23.9
"1381","MN","Koochiching County",7.7,36,38.7,17.6
"1382","MN","Lac qui Parle County",7.3,36.8,36.8,19.1
"1383","MN","Lake County",4,31.5,34.7,29.8
"1384","MN","Lake of the Woods County",8.4,39,33.3,19.3
"1385","MN","Le Sueur County",7.2,34.9,35.5,22.4
"1386","MN","Lincoln County",8.7,38.3,34.7,18.4
"1387","MN","Lyon County",8,33.1,33.5,25.4
"1388","MN","McLeod County",7,36.4,38.7,17.9
"1389","MN","Mahnomen County",13.1,37.9,36.8,12.2
"1390","MN","Marshall County",11.4,36.7,32.8,19
"1391","MN","Martin County",7.3,38.1,34.5,20.1
"1392","MN","Meeker County",7.4,36.3,37.6,18.8
"1393","MN","Mille Lacs County",10.2,38.1,36.4,15.3
"1394","MN","Morrison County",9.9,38.4,34.6,17.1
"1395","MN","Mower County",13.1,31.6,33.7,21.7
"1396","MN","Murray County",9.6,37.5,34.1,18.9
"1397","MN","Nicollet County",5.8,26.7,35,32.6
"1398","MN","Nobles County",22.2,32.5,29.9,15.3
"1399","MN","Norman County",8.7,38.3,34.6,18.4
"1400","MN","Olmsted County",5.6,19.8,30.6,44
"1401","MN","Otter Tail County",7.7,29.3,37.8,25.1
"1402","MN","Pennington County",7.5,33.8,38.7,20.1
"1403","MN","Pine County",10.4,39.8,35.2,14.5
"1404","MN","Pipestone County",12.4,34.6,31.7,21.4
"1405","MN","Polk County",8.1,32.3,35.5,24.1
"1406","MN","Pope County",6.5,32.6,39,21.9
"1407","MN","Ramsey County",9.9,20.9,27.3,41.9
"1408","MN","Red Lake County",6.6,38.4,38.1,16.9
"1409","MN","Redwood County",9.2,38.4,33.9,18.6
"1410","MN","Renville County",10.8,36.3,38.5,14.4
"1411","MN","Rice County",9.5,31,31.9,27.5
"1412","MN","Rock County",8.2,33.5,35.3,23
"1413","MN","Roseau County",7.3,34.9,38.5,19.3
"1414","MN","St. Louis County",5.8,28,37.5,28.7
"1415","MN","Scott County",5.2,22.6,32.8,39.3
"1416","MN","Sherburne County",5.5,27.8,39.3,27.4
"1417","MN","Sibley County",9.1,39.2,35,16.7
"1418","MN","Stearns County",8,27.9,36.3,27.8
"1419","MN","Steele County",8.4,34.3,32.3,25
"1420","MN","Stevens County",6.8,29.2,34.7,29.3
"1421","MN","Swift County",10.3,33.5,38.3,18
"1422","MN","Todd County",13,36.4,35.1,15.5
"1423","MN","Traverse County",8,34.6,40.4,17
"1424","MN","Wabasha County",7.8,34.5,35.7,21.9
"1425","MN","Wadena County",9.6,37.2,39.6,13.6
"1426","MN","Waseca County",6.9,35.8,36.8,20.5
"1427","MN","Washington County",4,21.1,31.6,43.2
"1428","MN","Watonwan County",16.6,41.2,26.9,15.3
"1429","MN","Wilkin County",6.1,29.7,40.7,23.5
"1430","MN","Winona County",7,27.4,35.8,29.8
"1431","MN","Wright County",5.5,29.1,37,28.4
"1432","MN","Yellow Medicine County",8.7,35.5,39.7,16.1
"1433","MS","Mississippi",16.1,30.3,31.8,21.8
"1434","MS","Adams County",21.6,34.6,26,17.8
"1435","MS","Alcorn County",18.5,32.6,32.5,16.4
"1436","MS","Amite County",20.3,40.7,25.9,13.1
"1437","MS","Attala County",23.4,31.3,31.7,13.6
"1438","MS","Benton County",30.1,33.9,25.6,10.3
"1439","MS","Bolivar County",23.1,24.7,28.5,23.8
"1440","MS","Calhoun County",22.9,37.1,28.6,11.3
"1441","MS","Carroll County",18.3,33.4,33.8,14.5
"1442","MS","Chickasaw County",27.7,37,22.9,12.4
"1443","MS","Choctaw County",19.6,38,24.8,17.7
"1444","MS","Claiborne County",22.6,30.5,27.8,19.1
"1445","MS","Clarke County",19,36.4,32.9,11.7
"1446","MS","Clay County",18.4,33.9,27.6,20.1
"1447","MS","Coahoma County",21.3,24.5,37.1,17.1
"1448","MS","Copiah County",20.1,33.2,32.6,14.2
"1449","MS","Covington County",16.9,37.3,28.3,17.4
"1450","MS","DeSoto County",10.3,29.7,35.9,24.1
"1451","MS","Forrest County",13,26.6,32.7,27.6
"1452","MS","Franklin County",15.7,35.1,33.9,15.3
"1453","MS","George County",18.3,38.9,30.1,12.6
"1454","MS","Greene County",22.9,35.6,32.9,8.6
"1455","MS","Grenada County",20,27.6,32.7,19.7
"1456","MS","Hancock County",13.4,27.2,36.3,23.2
"1457","MS","Harrison County",12.9,29.4,35.4,22.3
"1458","MS","Hinds County",13,24.8,33.1,29.1
"1459","MS","Holmes County",24.9,41.2,24,9.9
"1460","MS","Humphreys County",28.8,32.8,24,14.4
"1461","MS","Issaquena County",29.8,37.7,25.8,6.7
"1462","MS","Itawamba County",21.5,30.2,34.8,13.4
"1463","MS","Jackson County",11.1,31.5,36.6,20.8
"1464","MS","Jasper County",16.9,37.2,31.4,14.5
"1465","MS","Jefferson County",25.2,36.1,23.7,15
"1466","MS","Jefferson Davis County",21.2,35.8,29.1,13.9
"1467","MS","Jones County",16.7,30.5,32.2,20.5
"1468","MS","Kemper County",16.7,37.5,34.8,11
"1469","MS","Lafayette County",10.5,18.8,26.7,43.9
"1470","MS","Lamar County",9.2,23.5,32.1,35.2
"1471","MS","Lauderdale County",14.5,28.8,36.7,20
"1472","MS","Lawrence County",16.8,37.3,30.3,15.6
"1473","MS","Leake County",22.7,36.6,27.9,12.8
"1474","MS","Lee County",16.2,25,34.9,23.9
"1475","MS","Leflore County",21.2,36.5,24.8,17.5
"1476","MS","Lincoln County",13.4,37.4,33.2,16
"1477","MS","Lowndes County",14.2,31.5,30.7,23.7
"1478","MS","Madison County",8.2,16.6,27.6,47.7
"1479","MS","Marion County",20.7,39.7,27.5,12.1
"1480","MS","Marshall County",18.7,40.1,27.5,13.7
"1481","MS","Monroe County",18.9,35.8,28.1,17.2
"1482","MS","Montgomery County",20.5,34.3,24.9,20.4
"1483","MS","Neshoba County",21.8,34,32,12.2
"1484","MS","Newton County",15.3,30.5,37.5,16.6
"1485","MS","Noxubee County",27.8,32.2,26.4,13.5
"1486","MS","Oktibbeha County",9.5,20.4,26.6,43.5
"1487","MS","Panola County",21.6,37.8,25.7,14.9
"1488","MS","Pearl River County",16,29.9,37.7,16.4
"1489","MS","Perry County",18.7,40.1,30.2,11
"1490","MS","Pike County",18.3,35.6,30.5,15.5
"1491","MS","Pontotoc County",23.4,30.3,30.4,15.9
"1492","MS","Prentiss County",21.3,33.7,32.8,12.2
"1493","MS","Quitman County",29.4,30.2,29.1,11.4
"1494","MS","Rankin County",10.5,26.3,34,29.2
"1495","MS","Scott County",25.7,35.5,26.1,12.7
"1496","MS","Sharkey County",26.3,24.2,30.9,18.7
"1497","MS","Simpson County",22,33.2,32.2,12.6
"1498","MS","Smith County",18.4,42,27.1,12.5
"1499","MS","Stone County",19.7,34.1,31.7,14.5
"1500","MS","Sunflower County",27.1,29.5,28,15.4
"1501","MS","Tallahatchie County",31.1,31.6,25.9,11.4
"1502","MS","Tate County",18.4,32.6,31.6,17.4
"1503","MS","Tippah County",22.4,35.9,26.2,15.5
"1504","MS","Tishomingo County",20.9,41,28.1,10
"1505","MS","Tunica County",18.5,31.1,33.6,16.8
"1506","MS","Union County",22.2,31.6,31.5,14.8
"1507","MS","Walthall County",19.5,45.8,21.3,13.4
"1508","MS","Warren County",12.8,31.2,32.7,23.3
"1509","MS","Washington County",21.5,30.5,29.2,18.8
"1510","MS","Wayne County",21.3,37.7,24.9,16
"1511","MS","Webster County",15.4,36.8,30.5,17.3
"1512","MS","Wilkinson County",28,40.3,17.9,13.8
"1513","MS","Winston County",20.2,32.5,30.7,16.6
"1514","MS","Yalobusha County",16.9,38.5,30.5,14.2
"1515","MS","Yazoo County",22.7,37.2,25.5,14.6
"1516","MO","Missouri",10.4,30.7,30.2,28.6
"1517","MO","Adair County",9.4,35.8,24.8,30
"1518","MO","Andrew County",8,38.1,30,23.8
"1519","MO","Atchison County",9.4,39.6,28.5,22.5
"1520","MO","Audrain County",14.5,46.4,24.6,14.5
"1521","MO","Barry County",17.8,40.9,26.9,14.5
"1522","MO","Barton County",12.8,42.8,26.4,18.1
"1523","MO","Bates County",13.3,46.2,25.6,14.9
"1524","MO","Benton County",14.1,40.8,31.6,13.4
"1525","MO","Bollinger County",20.6,46.5,23.5,9.4
"1526","MO","Boone County",5.8,21.2,27,46
"1527","MO","Buchanan County",11.8,37,30.5,20.7
"1528","MO","Butler County",17.4,36,32.8,13.8
"1529","MO","Caldwell County",9.8,43.2,28.7,18.3
"1530","MO","Callaway County",14.1,37.2,26.4,22.2
"1531","MO","Camden County",10.9,37.7,29.7,21.8
"1532","MO","Cape Girardeau County",9.3,32.1,28.1,30.5
"1533","MO","Carroll County",13.5,45.2,24.3,17
"1534","MO","Carter County",16.9,37.3,29.3,16.5
"1535","MO","Cass County",7.6,33.1,33.1,26.1
"1536","MO","Cedar County",15.6,40.2,28.9,15.3
"1537","MO","Chariton County",10,48.9,22.7,18.4
"1538","MO","Christian County",8.1,30.4,33.3,28.2
"1539","MO","Clark County",14.9,44,27.6,13.5
"1540","MO","Clay County",6.8,28.8,31.6,32.7
"1541","MO","Clinton County",8.4,39.4,32.8,19.4
"1542","MO","Cole County",8.1,30.7,28.3,32.9
"1543","MO","Cooper County",11,38.8,28.7,21.4
"1544","MO","Crawford County",22.9,39.3,26.5,11.2
"1545","MO","Dade County",13.8,44.1,28.5,13.6
"1546","MO","Dallas County",18,42.1,27.5,12.4
"1547","MO","Daviess County",15.3,40.8,25.8,18.1
"1548","MO","DeKalb County",12.9,45.4,26.4,15.3
"1549","MO","Dent County",19.1,40.4,26,14.6
"1550","MO","Douglas County",18.6,44.5,26.4,10.5
"1551","MO","Dunklin County",24.5,37.4,25,13.1
"1552","MO","Franklin County",12,32.8,35.2,20.1
"1553","MO","Gasconade County",12.7,39.3,29.1,18.9
"1554","MO","Gentry County",10.8,43,28.1,18
"1555","MO","Greene County",8.4,28.2,33.3,30.2
"1556","MO","Grundy County",12.1,40,29.1,18.8
"1557","MO","Harrison County",12.8,45.8,25.2,16.2
"1558","MO","Henry County",12.1,42.5,30,15.5
"1559","MO","Hickory County",15.1,43.4,31.4,10
"1560","MO","Holt County",9.1,43.9,27.1,19.8
"1561","MO","Howard County",11.6,38.5,25.5,24.4
"1562","MO","Howell County",12.7,39.6,31.2,16.5
"1563","MO","Iron County",19.2,42.2,27.6,10.9
"1564","MO","Jackson County",9.7,28.4,31,30.9
"1565","MO","Jasper County",13,34.3,29.8,22.9
"1566","MO","Jefferson County",11.2,31.8,36.9,20.2
"1567","MO","Johnson County",8,30.3,33.3,28.4
"1568","MO","Knox County",12,46.1,26.2,15.8
"1569","MO","Laclede County",16.4,39.2,29.7,14.7
"1570","MO","Lafayette County",9.4,43.2,27.4,20.1
"1571","MO","Lawrence County",16.8,37,30.9,15.3
"1572","MO","Lewis County",13,45.9,27.1,14
"1573","MO","Lincoln County",11.7,42.2,30.2,15.9
"1574","MO","Linn County",11,46,27.5,15.4
"1575","MO","Livingston County",14,38.7,27.9,19.3
"1576","MO","McDonald County",23.5,40.6,24.1,11.8
"1577","MO","Macon County",12.4,44.4,27.5,15.7
"1578","MO","Madison County",17.8,34.4,32.6,15.1
"1579","MO","Maries County",13.6,40.3,32,14.1
"1580","MO","Marion County",11.6,38.2,29.4,20.9
"1581","MO","Mercer County",10.2,46.9,24.9,18
"1582","MO","Miller County",13.4,43.1,26.8,16.6
"1583","MO","Mississippi County",25.5,39.6,22.5,12.4
"1584","MO","Moniteau County",15.8,42.3,22.9,19
"1585","MO","Monroe County",10.5,48.3,28.3,12.8
"1586","MO","Montgomery County",15.8,44.8,25.7,13.7
"1587","MO","Morgan County",20.7,40.1,26.4,12.9
"1588","MO","New Madrid County",22,44.3,21,12.7
"1589","MO","Newton County",13.3,34.4,32.6,19.7
"1590","MO","Nodaway County",7.5,38.6,26.1,27.8
"1591","MO","Oregon County",18.2,40.2,29.4,12.2
"1592","MO","Osage County",10.1,43.9,27.1,18.9
"1593","MO","Ozark County",17.1,44.6,26.1,12.2
"1594","MO","Pemiscot County",22.9,41.3,23.7,12.1
"1595","MO","Perry County",12.5,44.7,26.8,16
"1596","MO","Pettis County",14.9,34.5,32.2,18.4
"1597","MO","Phelps County",12.2,29.9,28.3,29.5
"1598","MO","Pike County",16,45.1,22.8,16.1
"1599","MO","Platte County",4.6,21.8,31.8,41.8
"1600","MO","Polk County",12.5,37.1,30.1,20.3
"1601","MO","Pulaski County",8.6,27.6,37.9,25.9
"1602","MO","Putnam County",10.7,41,29.4,18.9
"1603","MO","Ralls County",11.4,49,25.9,13.6
"1604","MO","Randolph County",13.7,35.4,35.7,15.3
